Item_ID,Category,Price
Item_1140,Home,273.01706666666666
Item_1141,Movies,259.0524358974359
Item_1142,Beauty,241.8170422535211
Item_1143,Home,247.55493150684936
Item_1144,Sports,248.9743333333333
Item_1145,Home,238.08346153846156
Item_1146,Music,273.1069620253165
Item_1147,Home,220.00641975308642
Item_1148,Beauty,272.55260869565217
Item_1149,Games,250.92333333333332
Item_115,Games,287.7134210526316
Item_1150,Books,255.61013698630137
Item_1151,Books,275.6411428571429
Item_1152,Sports,250.46324675324678
Item_1153,Home,233.75077777777778
Item_1154,Beauty,242.61737499999998
Item_1155,Music,258.33843373493977
Item_1156,Home,246.77602564102563
Item_1157,Books,267.59260273972603
Item_1158,Sports,247.60714285714286
Item_1159,Home,256.60296875
Item_116,Clothing,254.48415584415582
Item_1160,Music,249.07234567901236
Item_1161,Sports,249.295
Item_1162,Clothing,252.84333333333333
Item_1163,Movies,230.37438356164387
Item_1164,Home,265.8536046511628
Item_1165,Movies,243.98791666666668
Item_1166,Movies,244.04861111111111
Item_1167,Beauty,230.5031884057971
Item_1168,Home,249.60662162162163
Item_1169,Home,237.9448611111111
Item_117,Music,247.07518518518518
Item_1170,Movies,268.6696226415094
Item_1171,Sports,273.77333333333337
Item_1172,Electronics,254.31696969696966
Item_1173,Games,275.19361111111107
Item_1174,Electronics,261.07720930232557
Item_1175,Home,270.35060240963855
Item_1176,Movies,248.52208333333334
Item_1177,Electronics,241.09641025641025
Item_1178,Music,244.070843373494
Item_1179,Sports,260.42081395348833
Item_118,Electronics,257.3883720930233
Item_1180,Electronics,253.51028571428574
Item_1181,Beauty,227.56207792207792
Item_1182,Sports,264.9106593406593
Item_1183,Movies,257.9065789473684
Item_1184,Games,245.3168604651163
Item_1185,Books,236.30140350877193
Item_1186,Sports,268.87875
Item_1187,Clothing,254.33439393939395
Item_1188,Electronics,244.06842105263158
Item_1189,Books,260.0372857142857
Item_119,Beauty,235.06613636363636
Item_1190,Home,247.9502857142857
Item_1191,Books,259.90311475409834
Item_1192,Beauty,246.8270588235294
Item_1193,Electronics,235.53828124999998
Item_1194,Beauty,272.8637333333333
Item_1195,Clothing,232.96037037037038
Item_1196,Beauty,236.4809589041096
Item_1197,Electronics,267.1466216216216
Item_1198,Home,273.73940298507466
Item_1199,Sports,281.05164835164834
Item_12,Books,242.42363636363635
Item_120,Electronics,251.86149253731344
Item_1200,Books,270.954
Item_1201,Music,249.74724999999998
Item_1202,Sports,249.7409836065574
Item_1203,Home,297.60486842105263
Item_1204,Games,254.23479452054795
Item_1205,Home,261.8571641791045
Item_1206,Sports,256.431095890411
Item_1207,Home,247.19225
Item_1208,Sports,279.76818181818186
Item_1209,Sports,270.8568831168831
Item_121,Clothing,237.4403614457831
Item_1210,Books,267.1306976744186
Item_1211,Games,256.4256923076923
Item_1212,Beauty,248.404875
Item_1213,Home,249.50564516129032
Item_1214,Books,221.122183908046
Item_1215,Electronics,249.7804
Item_1216,Games,215.59756756756755
Item_1217,Sports,237.43107692307694
Item_1218,Electronics,221.70916666666665
Item_1219,Beauty,259.5652542372881
Item_122,Home,236.54611111111112
Item_1220,Clothing,264.4738823529412
Item_1221,Beauty,237.44654320987658
Item_1222,Home,263.6410769230769
Item_1223,Home,260.09423076923076
Item_1224,Home,265.2651785714286
Item_1225,Electronics,219.1716129032258
Item_1226,Sports,255.57792207792207
Item_1227,Beauty,262.13577464788733
Item_1228,Electronics,226.05796875
Item_1229,Clothing,246.30413793103446
Item_123,Sports,256.2890476190476
Item_1230,Electronics,243.54189873417724
Item_1231,Movies,241.90547945205478
Item_1232,Games,254.62583333333336
Item_1233,Books,253.01732558139537
Item_1234,Movies,256.122027027027
Item_1235,Electronics,280.3225641025641
Item_1236,Music,266.6813846153846
Item_1237,Clothing,215.76180555555555
Item_1238,Music,236.74264705882354
Item_1239,Music,242.722
Item_124,Movies,268.4417021276596
Item_1240,Music,254.02579545454546
Item_1241,Music,266.33925373134326
Item_1242,Music,238.10560000000004
Item_1243,Sports,255.43011904761906
Item_1244,Movies,263.81154761904764
Item_1245,Beauty,250.93493975903613
Item_1246,Home,238.05109375
Item_1247,Music,273.4605952380952
Item_1248,Movies,235.96074074074073
Item_1249,Electronics,254.44805194805195
Item_125,Home,240.78440000000003
Item_1250,Home,241.39376811594207
Item_1251,Books,293.36357142857145
Item_1252,Music,250.2932894736842
Item_1253,Movies,256.1035
Item_1254,Movies,230.73191780821918
Item_1255,Beauty,237.4069230769231
Item_1256,Movies,225.06148648648647
Item_1257,Beauty,252.22969696969696
Item_1258,Clothing,271.3262666666667
Item_1259,Sports,268.77805555555557
Item_126,Clothing,260.51714285714286
Item_1260,Electronics,246.13414285714285
Item_1261,Beauty,253.67794871794874
Item_1262,Games,261.18737500000003
Item_1263,Beauty,240.3705681818182
Item_1264,Beauty,243.02569767441858
Item_1265,Clothing,232.8215294117647
Item_1266,Beauty,227.48
Item_1267,Home,230.1267469879518
Item_1268,Movies,259.0695774647887
Item_1269,Electronics,249.4075903614458
Item_127,Sports,199.95298701298702
Item_1270,Beauty,216.3070512820513
Item_1271,Games,236.71166666666667
Item_1272,Movies,250.91202898550725
Item_1273,Books,234.77358974358975
Item_1274,Music,282.00402777777776
Item_1275,Clothing,234.2006172839506
Item_1276,Movies,224.9309090909091
Item_1277,Sports,248.65692307692305
Item_1278,Music,256.4468817204301
Item_1279,Movies,227.4805479452055
Item_128,Movies,266.8325757575758
Item_1280,Games,284.37363636363636
Item_1281,Music,275.36529411764707
Item_1282,Electronics,269.9761038961039
Item_1283,Beauty,266.92802816901406
Item_1284,Beauty,266.370895522388
Item_1285,Electronics,251.2806976744186
Item_1286,Sports,249.21341176470588
Item_1287,Games,268.7733333333333
Item_1288,Home,229.34916666666666
Item_1289,Clothing,256.4477922077922
Item_129,Games,268.21608108108103
Item_1290,Books,247.81413333333336
Item_1291,Books,279.78507462686565
Item_1292,Books,245.36042857142857
Item_1293,Games,264.52583333333337
Item_1294,Sports,234.2198717948718
Item_1295,Music,250.2424418604651
Item_1296,Music,246.12628571428573
Item_1297,Beauty,231.37941176470588
Item_1298,Beauty,258.9913953488372
Item_1299,Movies,269.76086419753085
Item_13,Beauty,252.82819277108436
Item_130,Movies,253.40283783783786
Item_1300,Books,268.99013698630137
Item_1301,Games,263.49308641975307
Item_1302,Beauty,282.5325352112676
Item_1303,Electronics,254.2991463414634
Item_1304,Electronics,241.2738356164384
Item_1305,Music,224.46166666666664
Item_1306,Home,239.5741176470588
Item_1307,Movies,244.96772727272727
Item_1308,Books,254.70557142857143
Item_1309,Movies,225.7560655737705
Item_131,Games,261.5761842105263
Item_1310,Books,230.79010869565215
Item_1311,Clothing,246.04876404494382
Item_1312,Beauty,270.2926086956522
Item_1313,Home,233.47
Item_1314,Books,227.23123287671234
Item_1315,Electronics,260.40197530864197
Item_1316,Books,235.13819444444445
Item_1317,Games,271.64039473684215
Item_1318,Movies,260.6887951807229
Item_1319,Sports,243.37684210526314
Item_132,Sports,254.7488235294118
Item_1320,Movies,251.48680555555555
Item_1321,Sports,217.74671232876713
Item_1322,Beauty,241.92111111111112
Item_1323,Beauty,247.33238095238093
Item_1324,Electronics,273.56283783783783
Item_1325,Home,235.17808219178082
Item_1326,Clothing,238.49683544303798
Item_1327,Clothing,271.170843373494
Item_1328,Books,267.7058208955224
Item_1329,Games,251.0092857142857
Item_133,Games,259.8115189873418
Item_1330,Games,231.59295774647885
Item_1331,Sports,235.62873239436618
Item_1332,Games,256.83696629213483
Item_1333,Home,261.51197368421055
Item_1334,Movies,268.1740277777778
Item_1335,Music,232.67910447761193
Item_1336,Home,254.86513513513515
Item_1337,Games,239.81648648648653
Item_1338,Electronics,242.59045977011493
Item_1339,Clothing,280.0081012658228
Item_134,Games,247.90211267605633
Item_1340,Clothing,261.73555555555555
Item_1341,Books,254.657625
Item_1342,Beauty,239.35999999999999
Item_1343,Beauty,222.79626865671642
Item_1344,Electronics,282.12033898305083
Item_1345,Beauty,267.49853333333334
Item_1346,Clothing,287.6543373493976
Item_1347,Games,244.49597701149426
Item_1348,Movies,247.9056756756757
Item_1349,Sports,267.9973076923077
Item_135,Games,266.2449275362319
Item_1350,Home,263.9276119402985
Item_1351,Clothing,278.65153846153845
Item_1352,Games,262.15175675675675
Item_1353,Books,248.9960714285714
Item_1354,Electronics,244.84794520547948
Item_1355,Beauty,259.1108823529412
Item_1356,Books,262.9726582278481
Item_1357,Games,273.9204615384615
Item_1358,Electronics,261.89197183098594
Item_1359,Games,252.91716417910447
Item_136,Games,245.04282051282053
Item_1360,Home,252.66625000000002
Item_1361,Beauty,247.82518518518518
Item_1362,Home,261.18388235294117
Item_1363,Games,266.18657534246574
Item_1364,Music,242.23759493670886
Item_1365,Music,281.3383116883117
Item_1366,Home,232.26390243902438
Item_1367,Movies,232.47367647058826
Item_1368,Games,253.23386666666667
Item_1369,Clothing,249.67800000000003
Item_137,Games,257.20067567567565
Item_1370,Books,272.28753086419755
Item_1371,Electronics,223.24918918918917
Item_1372,Electronics,215.79050632911392
Item_1373,Music,238.30298701298705
Item_1374,Clothing,266.92392405063293
Item_1375,Music,280.36203125
Item_1376,Electronics,249.5588888888889
Item_1377,Electronics,249.60342105263157
Item_1378,Movies,268.8403076923077
Item_1379,Music,256.565
Item_138,Games,244.37925925925927
Item_1380,Music,243.02438356164382
Item_1381,Electronics,238.69479452054796
Item_1382,Sports,279.72962025316457
Item_1383,Books,245.94426470588235
Item_1384,Movies,262.53589285714287
Item_1385,Electronics,261.3552702702703
Item_1386,Movies,232.6808108108108
Item_1387,Games,248.18878048780488
Item_1388,Music,246.56310344827588
Item_1389,Beauty,249.2318987341772
Item_139,Electronics,236.9503125
Item_1390,Sports,243.51960526315793
Item_1391,Games,266.1232876712329
Item_1392,Games,269.11538461538464
Item_1393,Books,249.4506172839506
Item_1394,Electronics,266.44449275362314
Item_1395,Electronics,245.83855421686746
Item_1396,Games,249.56481012658227
Item_1397,Sports,258.5593548387097
Item_1398,Home,235.9713043478261
Item_1399,Beauty,235.67517241379312
Item_14,Clothing,246.83737704918033
Item_140,Sports,255.07861111111112
Item_1400,Beauty,250.38320987654322
Item_1401,Electronics,255.09379310344826
Item_1402,Books,262.82129032258064
Item_1403,Beauty,249.86833333333334
Item_1404,Games,267.486
Item_1405,Sports,259.99974025974024
Item_1406,Sports,279.75518518518516
Item_1407,Electronics,246.70011111111108
Item_1408,Games,236.83
Item_1409,Beauty,247.2906818181818
Item_141,Sports,278.60558823529414
Item_1410,Music,267.0191025641025
Item_1411,Movies,263.0090789473684
Item_1412,Movies,227.72704225352115
Item_1413,Home,273.3289855072464
Item_1414,Movies,247.20218390804598
Item_1415,Music,255.3130769230769
Item_1416,Games,270.1696825396825
Item_1417,Clothing,265.6391549295775
Item_1418,Sports,273.056875
Item_1419,Music,264.5591891891892
Item_142,Games,251.57240506329114
Item_1420,Games,261.47375
Item_1421,Sports,245.08162162162162
Item_1422,Music,242.09382716049382
Item_1423,Beauty,248.1904347826087
Item_1424,Books,227.19043010752688
Item_1425,Clothing,258.27565217391304
Item_1426,Electronics,290.680125
Item_1427,Home,255.83304347826086
Item_1428,Electronics,231.4740789473684
Item_1429,Books,250.49555555555557
Item_143,Books,255.67096385542166
Item_1430,Music,228.14589743589744
Item_1431,Home,267.6533734939759
Item_1432,Music,245.8627027027027
Item_1433,Beauty,247.91136363636363
Item_1434,Electronics,248.17178082191782
Item_1435,Movies,234.3906493506493
Item_1436,Books,261.93784810126584
Item_1437,Electronics,239.06276923076922
Item_1438,Books,250.2191379310345
Item_1439,Music,241.37269662921346
Item_144,Games,249.9390361445783
Item_1440,Books,271.3353086419753
Item_1441,Games,230.394776119403
Item_1442,Home,268.4583333333333
Item_1443,Books,265.73
Item_1444,Games,225.44098591549294
Item_1445,Sports,261.95380281690143
Item_1446,Games,230.61445945945948
Item_1447,Beauty,247.47952941176467
Item_1448,Games,246.55166666666668
Item_1449,Home,215.9068
Item_145,Books,287.19011494252874
Item_1450,Beauty,252.77975308641976
Item_1451,Beauty,253.02
Item_1452,Movies,248.75538461538463
Item_1453,Books,274.2894871794872
Item_1454,Clothing,245.98774647887325
Item_1455,Clothing,271.10476190476186
Item_1456,Beauty,229.52350649350652
Item_1457,Sports,241.1010606060606
Item_1458,Sports,281.3083076923077
Item_1459,Home,245.14384615384617
Item_146,Music,271.6405494505495
Item_1460,Games,253.1568421052632
Item_1461,Electronics,271.0210465116279
Item_1462,Games,231.914776119403
Item_1463,Sports,259.9684285714286
Item_1464,Games,271.06675
Item_1465,Home,230.0336363636364
Item_1466,Games,232.42579710144926
Item_1467,Sports,265.8955555555556
Item_1468,Beauty,258.8780303030303
Item_1469,Beauty,241.69222222222223
Item_147,Games,245.19052631578947
Item_1470,Music,275.5194936708861
Item_1471,Music,221.19329545454545
Item_1472,Home,277.87444444444446
Item_1473,Electronics,269.99567164179103
Item_1474,Beauty,265.89425287356323
Item_1475,Music,257.31493150684935
Item_1476,Books,268.31476190476195
Item_1477,Clothing,251.01506493506494
Item_1478,Electronics,232.1975
Item_1479,Beauty,254.37306666666666
Item_148,Sports,253.83411764705883
Item_1480,Movies,237.73383720930232
Item_1481,Books,254.29265822784808
Item_1482,Books,233.38473684210527
Item_1483,Beauty,269.6980327868853
Item_1484,Electronics,254.69092307692307
Item_1485,Beauty,235.815641025641
Item_1486,Books,243.83788732394368
Item_1487,Music,257.3645833333333
Item_1488,Home,310.42059701492536
Item_1489,Games,275.47275
Item_149,Games,292.67848484848486
Item_1490,Clothing,227.5437142857143
Item_1491,Games,252.40556962025317
Item_1492,Electronics,255.25766233766234
Item_1493,Home,269.0474666666667
Item_1494,Movies,229.68690476190477
Item_1495,Music,265.494
Item_1496,Books,238.54714285714286
Item_1497,Movies,209.01016949152543
Item_1498,Books,283.4182666666666
Item_1499,Beauty,260.05397435897436
Item_15,Books,239.74390804597704
Item_150,Beauty,247.73128205128205
Item_1500,Home,231.19576923076923
Item_1501,Clothing,213.9091304347826
Item_1502,Electronics,245.80999999999997
Item_1503,Clothing,265.06434782608693
Item_1504,Games,265.91346666666664
Item_1505,Games,257.3333333333333
Item_1506,Movies,225.65469696969694
Item_1507,Electronics,255.19962025316457
Item_1508,Movies,269.26238095238097
Item_1509,Electronics,270.9081818181818
Item_151,Books,228.74092307692308
Item_1510,Books,242.105625
Item_1511,Music,256.67970149253733
Item_1512,Electronics,236.84632183908047
Item_1513,Music,234.05826086956523
Item_1514,Music,256.5315853658537
Item_1515,Home,257.623875
Item_1516,Beauty,252.653908045977
Item_1517,Books,273.8042857142857
Item_1518,Movies,254.37111111111113
Item_1519,Home,239.42369863013698
Item_152,Beauty,240.41576271186443
Item_1520,Games,250.51973333333333
Item_1521,Sports,224.34169014084506
Item_1522,Music,272.21505494505493
Item_1523,Home,254.5039285714286
Item_1524,Books,256.2451282051282
Item_1525,Music,272.46567164179106
Item_1526,Sports,246.15216216216214
Item_1527,Games,244.25644444444447
Item_1528,Books,275.199
Item_1529,Books,273.3980555555556
Item_153,Clothing,235.76797101449276
Item_1530,Beauty,242.5301234567901
Item_1531,Games,253.61506666666668
Item_1532,Electronics,263.445119047619
Item_1533,Games,280.0284722222222
Item_1534,Music,260.0725
Item_1535,Movies,239.47219178082193
Item_1536,Movies,264.26425
Item_1537,Electronics,252.6874647887324
Item_1538,Books,265.99391304347824
Item_1539,Home,266.3602564102564
Item_154,Home,264.1788888888889
Item_1540,Music,251.64917808219178
Item_1541,Sports,237.80418604651163
Item_1542,Clothing,249.09099999999998
Item_1543,Music,231.39057471264368
Item_1544,Home,283.98037974683547
Item_1545,Electronics,212.005974025974
Item_1546,Books,246.44511111111112
Item_1547,Music,273.2244827586207
Item_1548,Clothing,263.0504938271605
Item_1549,Home,233.4243209876543
Item_155,Sports,273.6102352941176
Item_1550,Books,252.51098591549294
Item_1551,Sports,251.5242647058824
Item_1552,Sports,225.5547435897436
Item_1553,Movies,243.64660714285716
Item_1554,Movies,243.75934210526316
Item_1555,Home,242.1932911392405
Item_1556,Beauty,235.72625
Item_1557,Electronics,246.89011904761907
Item_1558,Books,253.92475409836067
Item_1559,Movies,246.4080487804878
Item_156,Music,250.003698630137
Item_1560,Movies,238.9391891891892
Item_1561,Electronics,255.02550561797753
Item_1562,Books,248.696
Item_1563,Sports,260.3552325581395
Item_1564,Electronics,241.4270512820513
Item_1565,Clothing,264.8194366197183
Item_1566,Sports,261.23
Item_1567,Books,251.75765432098765
Item_1568,Sports,228.16448717948717
Item_1569,Books,261.82529411764705
Item_157,Movies,232.71389610389613
Item_1570,Movies,259.91753623188407
Item_1571,Games,249.36599999999999
Item_1572,Clothing,256.55470588235295
Item_1573,Movies,263.72421686746986
Item_1574,Clothing,248.40154761904762
Item_1575,Games,225.34341463414634
Item_1576,Books,244.44277108433735
Item_1577,Beauty,233.69370967741935
Item_1578,Movies,233.5412676056338
Item_1579,Sports,243.1497435897436
Item_158,Books,234.95644736842104
Item_1580,Sports,234.8475
Item_1581,Games,228.2173913043478
Item_1582,Movies,253.46621951219512
Item_1583,Home,270.51687499999997
Item_1584,Music,256.4367142857143
Item_1585,Music,228.9194366197183
Item_1586,Clothing,269.7091860465116
Item_1587,Beauty,257.6155128205128
Item_1588,Games,231.81705128205127
Item_1589,Clothing,236.77962025316455
Item_159,Music,251.5844
Item_1590,Music,261.48915662650603
Item_1591,Books,239.10500000000002
Item_1592,Beauty,242.4416923076923
Item_1593,Music,270.1366153846154
Item_1594,Books,233.74453333333332
Item_1595,Books,267.16485294117643
Item_1596,Clothing,267.2482191780822
Item_1597,Books,257.6018309859155
Item_1598,Games,250.67399999999998
Item_1599,Home,240.742
Item_16,Clothing,249.53329268292683
Item_160,Clothing,220.38683333333333
Item_1600,Electronics,266.42686046511625
Item_1601,Movies,241.42363636363635
Item_1602,Games,247.08950000000002
Item_1603,Clothing,232.34984375
Item_1604,Books,270.1073076923077
Item_1605,Movies,239.29390625
Item_1606,Games,253.93632183908045
Item_1607,Games,263.422676056338
Item_1608,Music,232.23850746268656
Item_1609,Sports,256.4679104477612
Item_161,Clothing,272.0753424657534
Item_1610,Games,237.17582278481012
Item_1611,Games,243.396301369863
Item_1612,Music,263.37742424242424
Item_1613,Music,224.09457142857144
Item_1614,Movies,233.00256410256412
Item_1615,Games,259.77517241379314
Item_1616,Electronics,223.26425287356324
Item_1617,Electronics,280.3499019607843
Item_1618,Movies,248.98933333333335
Item_1619,Books,267.5848275862069
Item_162,Home,268.60731707317075
Item_1620,Music,246.017027027027
Item_1621,Clothing,261.8990909090909
Item_1622,Music,237.10609756097563
Item_1623,Games,265.2591304347826
Item_1624,Movies,244.6341463414634
Item_1625,Music,267.50385714285716
Item_1626,Games,283.77027397260275
Item_1627,Movies,215.0504938271605
Item_1628,Clothing,204.0680882352941
Item_1629,Home,241.835376344086
Item_163,Games,246.2325316455696
Item_1630,Home,253.75526315789475
Item_1631,Beauty,281.95402777777775
Item_1632,Books,269.47676923076926
Item_1633,Electronics,261.7345714285714
Item_1634,Movies,234.73955882352942
Item_1635,Music,265.37432432432433
Item_1636,Sports,262.41
Item_1637,Games,255.56275862068964
Item_1638,Games,272.4947872340425
Item_1639,Home,266.6178947368421
Item_164,Beauty,254.85465753424657
Item_1640,Games,252.63802469135803
Item_1641,Clothing,256.0275
Item_1642,Beauty,250.84353658536583
Item_1643,Movies,287.5287804878049
Item_1644,Games,245.9519178082192
Item_1645,Beauty,259.9498571428572
Item_1646,Music,242.8286956521739
Item_1647,Games,255.54246376811594
Item_1648,Books,259.0987341772152
Item_1649,Home,251.0068604651163
Item_165,Clothing,236.51064516129034
Item_1650,Sports,237.46055555555554
Item_1651,Music,274.4006153846154
Item_1652,Music,282.7278787878788
Item_1653,Beauty,228.14164179104478
Item_1654,Movies,217.98194805194805
Item_1655,Sports,231.18621212121212
Item_1656,Books,198.4528125
Item_1657,Books,249.73823529411766
Item_1658,Electronics,271.63137931034487
Item_1659,Games,236.51294117647058
Item_166,Clothing,243.26484375
Item_1660,Movies,252.3777922077922
Item_1661,Games,243.21060240963854
Item_1662,Movies,252.53447916666667
Item_1663,Sports,294.99093750000003
Item_1664,Clothing,271.75515625
Item_1665,Beauty,270.52000000000004
Item_1666,Home,265.10770270270274
Item_1667,Clothing,241.3665882352941
Item_1668,Music,257.32887500000004
Item_1669,Clothing,271.785641025641
Item_167,Sports,266.5716176470588
Item_1670,Games,224.70207792207793
Item_1671,Clothing,224.09842857142857
Item_1672,Books,247.66326086956522
Item_1673,Sports,268.91470588235296
Item_1674,Books,249.72617283950618
Item_1675,Books,269.3694029850746
Item_1676,Movies,247.59797619047617
Item_1677,Movies,254.68632352941174
Item_1678,Clothing,256.86059523809524
Item_1679,Sports,246.79984615384615
Item_168,Movies,245.31477611940298
Item_1680,Books,251.3096296296296
Item_1681,Movies,240.34729411764707
Item_1682,Home,269.79189189189185
Item_1683,Music,234.87588235294118
Item_1684,Beauty,240.56444444444443
Item_1685,Beauty,236.0001136363636
Item_1686,Music,260.0105454545455
Item_1687,Home,279.0251685393259
Item_1688,Clothing,239.9312987012987
Item_1689,Home,264.9956989247312
Item_169,Clothing,243.52448717948718
Item_1690,Sports,254.7274324324324
Item_1691,Books,259.2944871794872
Item_1692,Movies,267.8002666666667
Item_1693,Music,245.29556818181817
Item_1694,Electronics,237.57253333333333
Item_1695,Clothing,246.84285714285716
Item_1696,Sports,266.4092
Item_1697,Home,266.0019117647059
Item_1698,Sports,263.65707317073173
Item_1699,Movies,254.7883908045977
Item_17,Sports,271.68202702702706
Item_170,Beauty,239.31875
Item_1700,Music,285.4016049382716
Item_1701,Home,264.79508771929824
Item_1702,Clothing,232.46300000000002
Item_1703,Beauty,208.97171875
Item_1704,Books,224.85026315789472
Item_1705,Electronics,257.5908695652174
Item_1706,Movies,228.74588235294118
Item_1707,Electronics,239.96174603174603
Item_1708,Electronics,259.6363333333333
Item_1709,Clothing,245.94082352941177
Item_171,Music,249.84559523809523
Item_1710,Games,238.6827027027027
Item_1711,Sports,289.5436923076923
Item_1712,Books,260.64098360655737
Item_1713,Movies,271.1345882352941
Item_1714,Sports,262.1028947368421
Item_1715,Beauty,209.96376811594203
Item_1716,Beauty,250.40621951219515
Item_1717,Movies,248.87677083333335
